1,清华大学,北京市
2,北京大学,北京市
3,浙江大学,浙江省
4,上海交通大学,上海市
5,复旦大学,上海市
6,南京大学,江苏省
7,中国科学技术大学,安徽省
8,哈尔滨工业大学,黑龙江省
9,华中科技大学,湖北省
10,中山大学,广东省
11,东南大学,江苏省
12,天津大学,天津市
13,同济大学,上海市
14,北京航空航天大学,北京市
15,四川大学,四川省
16,武汉大学,湖北省
17,西安交通大学,陕西省
18,南开大学,天津市
19,大连理工大学,辽宁省
20,山东大学,山东省
21,华南理工大学,广东省
22,吉林大学,吉林省
23,厦门大学,福建省
24,北京师范大学,北京市
25,北京理工大学,北京市
26,苏州大学,江苏省
27,中南大学,湖南省
28,北京科技大学,北京市
29,南京航空航天大学,江苏省
30,华东理工大学,上海市
31,湖南大学,湖南省
31,中国人民大学,北京市
33,重庆大学,重庆市
34,华东师范大学,上海市
35,中国地质大学（武汉）,湖北省
36,西北工业大学,陕西省
36,电子科技大学,四川省
38,中国农业大学,北京市
38,中国石油大学（北京）,北京市
40,北京化工大学,北京市
40,北京交通大学,北京市
42,南京理工大学,江苏省
43,华北电力大学（北京）,北京市
44,北京邮电大学,北京市
45,西安电子科技大学,陕西省
46,武汉理工大学,湖北省
46,上海大学,上海市
48,华中师范大学,湖北省
48,东北大学,辽宁省
50,东北师范大学,吉林省
51,东华大学,上海市
52,福州大学,福建省
53,首都医科大学,北京市
53,兰州大学,甘肃省
55,江南大学,江苏省
56,合肥工业大学,安徽省
57,南京医科大学,江苏省
58,中国海洋大学,山东省
59,中国矿业大学,江苏省
60,暨南大学,广东省
61,西南大学,重庆市
62,南京农业大学,江苏省
62,河海大学,江苏省
64,哈尔滨工程大学,黑龙江省
65,华中农业大学,湖北省
66,中国药科大学,江苏省
67,西南交通大学,四川省
68,天津医科大学,天津市
69,西北农林科技大学,陕西省
69,南京师范大学,江苏省
71,西北大学,陕西省
72,江苏大学,江苏省
73,浙江工业大学,浙江省
74,北京林业大学,北京市
75,南京邮电大学,江苏省
75,南方医科大学,广东省
75,陕西师范大学,陕西省
75,南京工业大学,江苏省
79,北京工业大学,北京市
80,燕山大学,河北省
81,华南师范大学,广东省
82,河北工业大学,河北省
83,北京中医药大学,北京市
83,浙江师范大学,浙江省
83,汕头大学,广东省
86,长安大学,陕西省
87,沈阳药科大学,辽宁省
87,湘潭大学,湖南省
89,大连海事大学,辽宁省
90,浙江理工大学,浙江省
91,杭州师范大学,浙江省
91,大连医科大学,辽宁省
93,河北大学,河北省
94,杭州电子科技大学,浙江省
94,中央民族大学,北京市
96,安徽大学,安徽省
97,山西大学,山西省
97,宁波大学,浙江省
97,石家庄铁道大学,河北省
100,扬州大学,江苏省
