1,清华大学,北京
2,北京大学,北京
3,浙江大学,浙江
4,上海交通大学,上海
5,复旦大学,上海
6,中国科学技术大学,安徽
7,南京大学,江苏
8,华中科技大学,湖北
9,中山大学,广东
10,哈尔滨工业大学,黑龙江
11,同济大学,上海
12,武汉大学,湖北
13,东南大学,江苏
14,西安交通大学,陕西
15,北京航空航天大学,北京
16,南开大学,天津
17,四川大学,四川
18,天津大学,天津
19,华南理工大学,广东
20,北京师范大学,北京
21,北京理工大学,北京
22,厦门大学,福建
23,吉林大学,吉林
24,山东大学,山东
25,大连理工大学,辽宁
26,中南大学,湖南
27,苏州大学,江苏
28,对外经济贸易大学,北京
29,西北工业大学,陕西
30,中国人民大学,北京
31,湖南大学,湖南
32,华东师范大学,上海
33,电子科技大学,四川
34,华东理工大学,上海
35,重庆大学,重庆
35,南京航空航天大学,江苏
37,北京科技大学,北京
37,南京理工大学,江苏
39,上海财经大学,上海
40,中国农业大学,北京
41,上海大学,上海
42,东北大学,辽宁
43,华中师范大学,湖北
43,南方科技大学,广东
45,北京交通大学,北京
46,首都医科大学,北京
47,武汉理工大学,湖北
48,北京化工大学,北京
48,北京邮电大学,北京
48,东华大学,上海
51,北京外国语大学,北京
52,天津医科大学,天津
52,中央财经大学,北京
54,西安电子科技大学,陕西
55,南京医科大学,江苏
56,暨南大学,广东
57,兰州大学,甘肃
58,江南大学,江苏
59,华北电力大学,北京
60,中国海洋大学,山东
61,哈尔滨工程大学,黑龙江
61,中国地质大学（武汉）,湖北
63,华中农业大学,湖北
63,南京师范大学,江苏
65,东北师范大学,吉林
66,西南财经大学,四川
67,福州大学,福建
67,中国药科大学,江苏
69,中国地质大学（北京）,北京
70,上海外国语大学,上海
71,南京农业大学,江苏
72,北京工业大学,北京
72,河海大学,江苏
74,西南交通大学,四川
74,中国医科大学,辽宁
76,西南大学,重庆
77,南方医科大学,广东
77,中南财经政法大学,湖北
79,南京信息工程大学,江苏
80,江苏大学,江苏
80,中国石油大学（华东）,山东
82,合肥工业大学,安徽
83,上海中医药大学,上海
83,中国矿业大学,江苏
85,浙江工业大学,浙江
86,北京中医药大学,北京
86,华侨大学,福建
86,西北农林科技大学,陕西
89,北京林业大学,北京
89,东北财经大学,辽宁
91,南京邮电大学,江苏
91,深圳大学,广东
91,中央民族大学,北京
94,南京工业大学,江苏
94,中国政法大学,北京
96,大连医科大学,辽宁
97,中国石油大学（北京）,北京
98,西北大学,陕西
98,中国传媒大学,北京
100,宁波大学,浙江
